045C		040C
045D		040D
045E		040E
045F		040F
0460	0461	
0461		0460
0462	0463	
0463		0462
0464	0465	
0465		0464
0466	0467	
0467		0466
0468	0469	
0469		0468
046A	046B	
046B		046A
046C	046D	
046D		046C
046E	046F	
046F		046E
0470	0471	
0471		0470
0472	0473	
0473		0472
0474	0475	
0475		0474
0476	0477	
0477		0476
0478	0479	
0479		0478
047A	047B	
047B		047A
047C	047D	
047D		047C
047E	047F	
047F		047E
0480	0481	
0481		0480
048A	048B	
048B		048A
048C	048D	
048D		048C
048E	048F	
048F		048E
0490	0491	
0491		0490
0492	0493	
0493		0492
0494	0495	
0495		0494
0496	0497	
0497		0496
0498	0499	
0499		0498
049A	049B	
049B		049A
049C	049D	
049D		049C
049E	049F	
049F		049E
04A0	04A1	
04A1		04A0
04A2	04A3	
04A3		04A2
04A4	04A5	
04A5		04A4
04A6	04A7	
04A7		04A6
04A8	04A9	
04A9		04A8
04AA	04AB	
04AB		04AA
04AC	04AD	
04AD		04AC
04AE	04AF	
04AF		04AE
04B0	04B1	
04B1		04B0
04B2	04B3	
04B3		04B2
04B4	04B5	
04B5		04B4
04B6	04B7	
04B7		04B6
04B8	04B9	
04B9		04B8
04BA	04BB	
04BB		04BA
04BC	04BD	
04BD		04BC
04BE	04BF	
04BF		04BE
04C0	04CF	
04C1	04C2	
04C2		04C1
04C3	04C4	
04C4		04C3
04C5	04C6	
04C6		04C5
04C7	04C8	
04C8		04C7
04C9	04CA	
04CA		04C9
04CB	04CC	
04CC		04CB
04CD	04CE	
04CE		04CD
04CF		04C0
04D0	04D1	
04D1		04D0
04D2	04D3	
04D3		04D2
04D4	04D5	
04D5		04D4
04D6	04D7	
04D7		04D6
04D8	04D9	
04D9		04D8
04DA	04DB	
04DB		04DA
04DC	04DD	
04DD		04DC
04DE	04DF	
04DF		04DE
04E0	04E1	
04E1		04E0
04E2	04E3	
04E3		04E2
04E4	04E5	
04E5		04E4
04E6	04E7	
04E7		04E6
04E8	04E9	
04E9		04E8
04EA	04EB	
04EB		04EA
04EC	04ED	
04ED		04EC
04EE	04EF	
04EF		04EE
04F0	04F1	
04F1		04F0
04F2	04F3	
04F3		04F2
04F4	04F5	
04F5		04F4
04F6	04F7	
04F7		04F6
04F8	04F9	
04F9		04F8
04FA	04FB	
04FB		04FA
04FC	04FD	
04FD		04FC
04FE	04FF	
04FF		04FE
0500	0501	
0501		0500
0502	0503	
0503		0502
0504	0505	
0505		0504
0506	0507	
0507		0506
0508	0509	
0509		0508
050A	050B	
050B		050A
050C	050D	
050D		050C
050E	050F	
050F		050E
0510	0511	
0511		0510
0512	0513	
0513		0512
0514	0515	
0515		0514
0516	0517	
0517		0516
0518	0519	
0519		0518
051A	051B	
051B		051A
051C	051D	
051D		051C
051E	051F	
051F		051E
0520	0521	
0521		0520
0522	0523	
0523		0522
0531	0561	
0532	0562	
0533	0563	
0534	0564	
0535	0565	
0536	0566	
0537	0567	
0538	0568	
0539	0569	
053A	056A	
053B	056B	
053C	056C	
053D	056D	
053E	056E	
053F	056F	
0540	0570	
0541	0571	
0542	0572	
0543	0573	
0544	0574	
0545	0575	
0546	0576	
0547	0577	
0548	0578	
0549	0579	
054A	057A	
054B	057B	
054C	057C	
054D	057D	
054E	057E	
054F	057F	
0550	0580	
0551	0581	
0552	0582	
0553	0583	
0554	0584	
0555	0585	
0556	0586	
0561		0531
0562		0532
0563		0533
0564		0534
0565		0535
0566		0536
0567		0537
0568		0538
0569		0539
056A		053A
056B		053B
056C		053C
056D		053D
056E		053E
056F		053F
0570		0540
0571		0541
0572		0542
0573		0543
0574		0544
0575		0545
0576		0546
0577		0547
0578		0548
0579		0549
057A		054A
057B		054B
057C		054C
057D		054D
057E		054E
057F		054F
0580		0550
0581		0551
0582		0552
0583		0553
0584		0554
0585		0555
0586		0556
10A0	2D00	
10A1	2D01	
10A2	2D02	
10A3	2D03	
10A4	2D04	
10A5	2D05	
10A6	2D06	
10A7	2D07	
10A8	2D08	
10A9	2D09	
10AA	2D0A	
10AB	2D0B	
10AC	2D0C	
10AD	2D0D	
10AE	2D0E	
10AF	2D0F	
10B0	2D10	
10B1	2D11	
10B2	2D12	
10B3	2D13	
10B4	2D14	
10B5	2D15	
10B6	2D16	
10B7	2D17	
10B8	2D18	
10B9	2D19	
10BA	2D1A	
10BB	2D1B	
10BC	2D1C	
10BD	2D1D	
10BE	2D1E	
10BF	2D1F	
10C0	2D20	
10C1	2D21	
10C2	2D22	
10C3	2D23	
10C4	2D24	
10C5	2D25	
1D79		A77D
1D7D		2C63
1E00	1E01	
1E01		1E00
1E02	1E03	
1E03		1E02
1E04	1E05	
1E05		1E04
1E06	1E07	
1E07		1E06
1E08	1E09	
1E09		1E08
1E0A	1E0B	
1E0B		1E0A
1E0C	1E0D	
1E0D		1E0C
1E0E	1E0F	
1E0F		1E0E
1E10	1E11	
1E11		1E10
1E12	1E13	
1E13		1E12
1E14	1E15	
1E15		1E14
1E16	1E17	
1E17		1E16
1E18	1E19	
1E19		1E18
1E1A	1E1B	
1E1B		1E1A
1E1C	1E1D	
1E1D		1E1C
1E1E	1E1F	
1E1F		1E1E
1E20	1E21	
1E21		1E20
1E22	1E23	
1E23		1E22
1E24	1E25	
1E25		1E24
1E26	1E27	
1E27		1E26
1E28	1E29	
1E29		1E28
1E2A	1E2B	
1E2B		1E2A
1E2C	1E2D	
1E2D		1E2C
1E2E	1E2F	
1E2F		1E2E
1E30	1E31	
1E31		1E30
1E32	1E33	
1E33		1E32
1E34	1E35	
1E35		1E34
1E36	1E37	
1E37		1E36
1E38	1E39	
1E39		1E38
1E3A	1E3B	
1E3B		1E3A
1E3C	1E3D	
1E3D		1E3C
1E3E	1E3F	
1E3F		1E3E
1E40	1E41	
1E41		1E40
1E42	1E43	
1E43		1E42
1E44	1E45	
1E45		1E44
1E46	1E47	
1E47		1E46
1E48	1E49	
1E49		1E48
1E4A	1E4B	
1E4B		1E4A
1E4C	1E4D	
1E4D		1E4C
1E4E	1E4F	
1E4F		1E4E
1E50	1E51	
1E51		1E50
1E52	1E53	
1E53		1E52
1E54	1E55	
1E55		1E54
1E56	1E57	
1E57		1E56
1E58	1E59	
1E59		1E58
1E5A	1E5B	
1E5B		1E5A
1E5C	1E5D	
1E5D		1E5C
1E5E	1E5F	
1E5F		1E5E
1E60	1E61	
1E61		1E60
1E62	1E63	
1E63		1E62
1E64	1E65	
1E65		1E64
1E66	1E67	
1E67		1E66
1E68	1E69	
1E69		1E68
1E6A	1E6B	
1E6B		1E6A
1E6C	1E6D	
1E6D		1E6C
1E6E	1E6F	
1E6F		1E6E
1E70	1E71	
1E71		1E70
1E72	1E73	
1E73		1E72
1E74	1E75	
1E75		1E74
1E76	1E77	
1E77		1E76
1E78	1E79	
1E79		1E78
1E7A	1E7B	
1E7B		1E7A
1E7C	1E7D	
1E7D		1E7C
1E7E	1E7F	
1E7F		1E7E
1E80	1E81	
1E81		1E80
1E82	1E83	
1E83		1E82
1E84	1E85	
1E85		1E84
1E86	1E87	
1E87		1E86
1E88	1E89	
1E89		1E88
1E8A	1E8B	
1E8B		1E8A
1E8C	1E8D	
1E8D		1E8C
1E8E	1E8F	
1E8F		1E8E
1E90	1E91	
1E91		1E90
1E92	1E93	
1E93		1E92
1E94	1E95	
1E95		1E94
1E9B		1E60
1E9E	00DF	
1EA0	1EA1	
1EA1		1EA0
1EA2	1EA3	
1EA3		1EA2
1EA4	1EA5	
1EA5		1EA4
1EA6	1EA7	
1EA7		1EA6
1EA8	1EA9	
1EA9		1EA8
1EAA	1EAB	
1EAB		1EAA
1EAC	1EAD	
1EAD		1EAC
1EAE	1EAF	
1EAF		1EAE
1EB0	1EB1	
1EB1		1EB0
1EB2	1EB3	
1EB3		1EB2
1EB4	1EB5	
1EB5		1EB4
1EB6	1EB7	
1EB7		1EB6
1EB8	1EB9	
1EB9		1EB8
1EBA	1EBB	
1EBB		1EBA
1EBC	1EBD	
1EBD		1EBC
1EBE	1EBF	
1EBF		1EBE
1EC0	1EC1	
1EC1		1EC0
1EC2	1EC3	
1EC3		1EC2
1EC4	1EC5	
1EC5		1EC4
1EC6	1EC7	
1EC7		1EC6
1EC8	1EC9	
1EC9		1EC8
1ECA	1ECB	
1ECB		1ECA
1ECC	1ECD	
1ECD		1ECC
1ECE	1ECF	
1ECF		1ECE
1ED0	1ED1	
1ED1		1ED0
1ED2	1ED3	
1ED3		1ED2
1ED4	1ED5	
1ED5		1ED4
1ED6	1ED7	
1ED7		1ED6
1ED8	1ED9	
1ED9		1ED8
1EDA	1EDB	
1EDB		1EDA
1EDC	1EDD	
1EDD		1EDC
1EDE	1EDF	
1EDF		1EDE
1EE0	1EE1	
1EE1		1EE0
1EE2	1EE3	
1EE3		1EE2
1EE4	1EE5	
1EE5		1EE4
1EE6	1EE7	
1EE7		1EE6
1EE8	1EE9	
1EE9		1EE8
1EEA	1EEB	
1EEB		1EEA
1EEC	1EED	
1EED		1EEC
1EEE	1EEF	
1EEF		1EEE
1EF0	1EF1	
1EF1		1EF0
1EF2	1EF3	
1EF3		1EF2
1EF4	1EF5	
1EF5		1EF4
1EF6	1EF7	
1EF7		1EF6
1EF8	1EF9	
1EF9		1EF8
1EFA	1EFB	
1EFB		1EFA
1EFC	1EFD	
1EFD		1EFC
1EFE	1EFF	
1EFF		1EFE
1F00		1F08
1F01		1F09
1F02		1F0A
1F03		1F0B
1F04		1F0C
1F05		1F0D
1F06		1F0E
1F07		1F0F
1F08	1F00	
1F09	1F01	
1F0A	1F02	
1F0B	1F03	
1F0C	1F04	
1F0D	1F05	
1F0E	1F06	
1F0F	1F07	
1F10		1F18
1F11		1F19
1F12		1F1A
1F13		1F1B
1F14		1F1C
1F15		1F1D
1F18	1F10	
1F19	1F11	
1F1A	1F12	
1F1B	1F13	
1F1C	1F14	
1F1D	1F15	
1F20		1F28
1F21		1F29
1F22		1F2A
1F23		1F2B
1F24		1F2C
1F25		1F2D
1F26		1F2E
1F27		1F2F
1F28	1F20	
1F29	1F21	
1F2A	1F22	
1F2B	1F23	
1F2C	1F24	
1F2D	1F25	
1F2E	1F26	
1F2F	1F27	
1F30		1F38
1F31		1F39
1F32		1F3A
1F33		1F3B
1F34		1F3C
1F35		1F3D
1F36		1F3E
1F37		1F3F
1F38	1F30	
1F39	1F31	
1F3A	1F32	
1F3B	1F33	
1F3C	1F34	
1F3D	1F35	
1F3E	1F36	
1F3F	1F37	
1F40		1F48
1F41		1F49
1F42		1F4A
1F43		1F4B
1F44		1F4C
1F45		1F4D
1F48	1F40	
1F49	1F41	
1F4A	1F42	
1F4B	1F43	
1F4C	1F44	
1F4D	1F45	
1F51		1F59
1F53		1F5B
1F55		1F5D
1F57		1F5F
1F59	1F51	
1F5B	1F53	
1F5D	1F55	
1F5F	1F57	
1F60		1F68
1F61		1F69
1F62		1F6A
1F63		1F6B
1F64		1F6C
1F65		1F6D
1F66		1F6E
1F67		1F6F
1F68	1F60	
1F69	1F61	
1F6A	1F62	
1F6B	1F63	
1F6C	1F64	
1F6D	1F65	
1F6E	1F66	
1F6F	1F67	
1F70		1FBA
1F71		1FBB
1F72		1FC8
1F73		1FC9
1F74		1FCA
1F75		1FCB
1F76		1FDA
1F77		1FDB
1F78		1FF8
1F79		1FF9
1F7A		1FEA
1F7B		1FEB
1F7C		1FFA
1F7D		1FFB
1F80		1F88
1F81		1F89
1F82		1F8A
1F83		1F8B
1F84		1F8C
1F85		1F8D
1F86		1F8E
1F87		1F8F
1F88	1F80	
1F89	1F81	
1F8A	1F82	
1F8B	1F83	
1F8C	1F84	
1F8D	1F85	
1F8E	1F86	
1F8F	1F87	
1F90		1F98
1F91		1F99
1F92		1F9A
1F93		1F9B
1F94		1F9C
1F95		1F9D
1F96		1F9E
1F97		1F9F
1F98	1F90	
1F99	1F91	
1F9A	1F92	
1F9B	1F93	
1F9C	1F94	
1F9D	1F95	
1F9E	1F96	
1F9F	1F97	
1FA0		1FA8
1FA1		1FA9
1FA2		1FAA
1FA3		1FAB
1FA4		1FAC
1FA5		1FAD
1FA6		1FAE
1FA7		1FAF
1FA8	1FA0	
1FA9	1FA1	
1FAA	1FA2	
1FAB	1FA3	
1FAC	1FA4	
1FAD	1FA5	
1FAE	1FA6	
1FAF	1FA7	
1FB0		1FB8
1FB1		1FB9
1FB3		1FBC
1FB8	1FB0	
1FB9	1FB1	
1FBA	1F70	
1FBB	1F71	
1FBC	1FB3	
1FBE		0399
1FC3		1FCC
1FC8	1F72	
1FC9	1F73	
1FCA	1F74	
1FCB	1F75	
1FCC	1FC3	
1FD0		1FD8
1FD1		1FD9
1FD8	1FD0	
1FD9	1FD1	
1FDA	1F76	
1FDB	1F77	
1FE0		1FE8
1FE1		1FE9
1FE5		1FEC
1FE8	1FE0	
1FE9	1FE1	
1FEA	1F7A	
1FEB	1F7B	
1FEC	1FE5	
1FF3		1FFC
1FF8	1F78	
1FF9	1F79	
1FFA	1F7C	
1FFB	1F7D	
1FFC	1FF3	
2126	03C9	
212A	006B	
212B	00E5	
2132	214E	
214E		2132
2160	2170	
2161	2171	
2162	2172	
2163	2173	
2164	2174	
2165	2175	
2166	2176	
2167	2177	
2168	2178	
2169	2179	
216A	217A	
216B	217B	
216C	217C	
216D	217D	
216E	217E	
216F	217F	
2170		2160
2171		2161
2172		2162
2173		2163
2174		2164
2175		2165
2176		2166
2177		2167
2178		2168
2179		2169
217A		216A
217B		216B
217C		216C
217D		216D
217E		216E
217F		216F
2183	2184	
2184		2183
24B6	24D0	
24B7	24D1	
24B8	24D2	
24B9	24D3	
24BA	24D4	
24BB	24D5	
24BC	24D6	
24BD	24D7	
24BE	24D8	
24BF	24D9	
24C0	24DA	
24C1	24DB	
24C2	24DC	
24C3	24DD	
24C4	24DE	
24C5	24DF	
24C6	24E0	
24C7	24E1	
24C8	24E2	
24C9	24E3	
24CA	24E4	
24CB	24E5	
24CC	24E6	
24CD	24E7	
24CE	24E8	
24CF	24E9	
24D0		24B6
24D1		24B7
24D2		24B8
24D3		24B9
24D4		24BA
24D5		24BB
24D6		24BC
24D7		24BD
24D8		24BE
24D9		24BF
24DA		24C0
24DB		24C1
24DC		24C2
24DD		24C3
24DE		24C4
24DF		24C5
24E0		24C6
24E1		24C7
24E2		24C8
24E3		24C9
24E4		24CA
24E5		24CB
24E6		24CC
24E7		24CD
24E8		24CE
24E9		24CF
2C00	2C30	
2C01	2C31	
2C02	2C32	
2C03	2C33	
2C04	2C34	
2C05	2C35	
2C06	2C36	
2C07	2C37	
2C08	2C38	
2C09	2C39	
2C0A	2C3A	
2C0B	2C3B	
2C0C	2C3C	
2C0D	2C3D	
2C0E	2C3E	
2C0F	2C3F	
2C10	2C40	
2C11	2C41	
2C12	2C42	
2C13	2C43	
2C14	2C44	
2C15	2C45	
2C16	2C46	
2C17	2C47	
2C18	2C48	
2C19	2C49	
2C1A	2C4A	
2C1B	2C4B	
2C1C	2C4C	
2C1D	2C4D	
2C1E	2C4E	
2C1F	2C4F	
2C20	2C50	
2C21	2C51	
2C22	2C52	
2C23	2C53	
2C24	2C54	
2C25	2C55	
2C26	2C56	
2C27	2C57	
2C28	2C58	
2C29	2C59	
2C2A	2C5A	
2C2B	2C5B	
2C2C	2C5C	
2C2D	2C5D	
2C2E	2C5E	
2C30		2C00
2C31		2C01
2C32		2C02
2C33		2C03
2C34		2C04
2C35		2C05
2C36		2C06
2C37		2C07
2C38		2C08
2C39		2C09
2C3A		2C0A
2C3B		2C0B
2C3C		2C0C
2C3D		2C0D
2C3E		2C0E
2C3F		2C0F
2C40		2C10
2C41		2C11
2C42		2C12
2C43		2C13
2C44		2C14
2C45		2C15
2C46		2C16
2C47		2C17
2C48		2C18
2C49		2C19
2C4A		2C1A
2C4B		2C1B
2C4C		2C1C
2C4D		2C1D
2C4E		2C1E
2C4F		2C1F
2C50		2C20
2C51		2C21
2C52		2C22
2C53		2C23
2C54		2C24
2C55		2C25
2C56		2C26
2C57		2C27
2C58		2C28
2C59		2C29
2C5A		2C2A
2C5B		2C2B
2C5C		2C2C
2C5D		2C2D
2C5E		2C2E
2C60	2C61	
2C61		2C60
2C62	026B	
2C63	1D7D	
2C64	027D	
2C65		023A
2C66		023E
2C67	2C68	
2C68		2C67
2C69	2C6A	
2C6A		2C69
2C6B	2C6C	
2C6C		2C6B
2C6D	0251	
2C6E	0271	
2C6F	0250	
2C72	2C73	
2C73		2C72
2C75	2C76	
2C76		2C75
2C80	2C81	
2C81		2C80
2C82	2C83	
2C83		2C82
2C84	2C85	
2C85		2C84
2C86	2C87	
2C87		2C86
2C88	2C89	
2C89		2C88
2C8A	2C8B	
2C8B		2C8A
2C8C	2C8D	
2C8D		2C8C
2C8E	2C8F	
2C8F		2C8E
2C90	2C91	
2C91		2C90
2C92	2C93	
2C93		2C92
2C94	2C95	
2C95		2C94
2C96	2C97	
2C97		2C96
2C98	2C99	
2C99		2C98
2C9A	2C9B	
2C9B		2C9A
2C9C	2C9D	
2C9D		2C9C
2C9E	2C9F	
2C9F		2C9E
2CA0	2CA1	
2CA1		2CA0
2CA2	2CA3	
2CA3		2CA2
2CA4	2CA5	
2CA5		2CA4
2CA6	2CA7	
2CA7		2CA6
2CA8	2CA9	
2CA9		2CA8
2CAA	2CAB	
2CAB		2CAA
2CAC	2CAD	
2CAD		2CAC
2CAE	2CAF	
2CAF		2CAE
2CB0	2CB1	
2CB1		2CB0
2CB2	2CB3	
2CB3		2CB2
2CB4	2CB5	
2CB5		2CB4
2CB6	2CB7	
2CB7		2CB6
2CB8	2CB9	
2CB9		2CB8
2CBA	2CBB	
2CBB		2CBA
2CBC	2CBD	
2CBD		2CBC
2CBE	2CBF	
2CBF		2CBE
2CC0	2CC1	
2CC1		2CC0
2CC2	2CC3	
2CC3		2CC2
2CC4	2CC5	
2CC5		2CC4
2CC6	2CC7	
2CC7		2CC6
2CC8	2CC9	
2CC9		2CC8
2CCA	2CCB	
2CCB		2CCA
2CCC	2CCD	
2CCD		2CCC
2CCE	2CCF	
2CCF		2CCE
2CD0	2CD1	
2CD1		2CD0
2CD2	2CD3	
2CD3		2CD2
2CD4	2CD5	
2CD5		2CD4
2CD6	2CD7	
2CD7		2CD6
2CD8	2CD9	
